n pokedex,nome,geração,tipo 1,tipo 2,vida,ataque,defesa,velocidade,sp ataque,sp defesa,total atr,md atr,altura m,peso kg,% macho,xp evolução,taxa de captura,classificação,lendário,habilidades,contra inseto,contra escuridão,contra dragão,contra elétrico,contra fada,contra lutador,contra fogo,contra voador,contra fantasma,contra planta,contra terra,contra gelo,contra normal,contra venenoso,contra psíquico,contra pedra,contra aço,contra água
590,Foongus,5,planta,venenoso,69,55,45,15,55,55,294,49.0,0.2,1.0,50.0,1000000,190.0,Pokémon Cogumelo,False,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
591,Amoonguss,5,planta,venenoso,114,85,70,30,85,80,464,77.33333333333333,0.6,10.5,50.0,1000000,75.0,Pokémon Cogumelo,False,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
592,Frillish,5,água,fantasma,55,40,50,40,65,85,335,55.833333333333336,1.2,33.0,50.0,1000000,190.0,Pokémon Flutuante,False,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
593,Jellicent,5,água,fantasma,100,60,70,60,85,105,480,80.0,2.2,135.0,50.0,1000000,60.0,Pokémon Flutuante,False,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
594,Alomomola,5,água,,165,75,80,65,40,45,470,78.33333333333333,1.2,31.6,50.0,800000,75.0,Pokémon Cuidador,False,"['Healer', 'Hydration', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
595,Joltik,5,inseto,elétrico,50,47,50,65,57,50,319,53.166666666666664,0.1,0.6,50.0,1000000,190.0,Pokémon Agarrador,False,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
596,Galvantula,5,inseto,elétrico,70,77,60,108,97,60,472,78.66666666666667,0.8,14.3,50.0,1000000,75.0,Pokémon EleAranha,False,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
597,Ferroseed,5,planta,aço,44,50,91,10,24,86,305,50.833333333333336,0.6,18.8,50.0,1000000,255.0,Pokémon Semente de Espinho,False,['Iron Barbs'],1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
598,Ferrothorn,5,planta,aço,74,94,131,20,54,116,489,81.5,1.0,110.0,50.0,1000000,90.0,Pokémon Vagem de Espinho,False,"['Iron Barbs', 'Anticipation']",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
599,Klink,5,aço,,40,55,70,30,45,60,300,50.0,0.3,21.0,,1059860,130.0,Pokémon Engrenagem,False,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
600,Klang,5,aço,,60,80,95,50,70,85,440,73.33333333333333,0.6,51.0,,1059860,60.0,Pokémon Engrenagem,False,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
601,Klinklang,5,aço,,60,100,115,90,70,85,520,86.66666666666667,0.6,81.0,,1059860,30.0,Pokémon Engrenagem,False,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
602,Tynamo,5,elétrico,,35,55,40,60,45,40,275,45.833333333333336,0.2,0.3,50.0,1250000,190.0,Pokémon ElePeixe,False,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
603,Eelektrik,5,elétrico,,65,85,70,40,75,70,405,67.5,1.2,22.0,50.0,1250000,60.0,Pokémon ElePeixe,False,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
604,Eelektross,5,elétrico,,85,115,80,50,105,80,515,85.83333333333333,2.1,80.5,50.0,1250000,30.0,Pokémon ElePeixe,False,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
605,Elgyem,5,psíquico,,55,55,55,30,85,55,335,55.833333333333336,0.5,9.0,50.0,1000000,255.0,Pokémon Cerebral,False,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
606,Beheeyem,5,psíquico,,75,75,75,40,125,95,485,80.83333333333333,1.0,34.5,50.0,1000000,90.0,Pokémon Cerebral,False,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
607,Litwick,5,fantasma,fogo,50,30,55,20,65,55,275,45.833333333333336,0.3,3.1,50.0,1059860,190.0,Pokémon Vela,False,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
608,Lampent,5,fantasma,fogo,60,40,60,55,95,60,370,61.666666666666664,0.6,13.0,50.0,1059860,90.0,Pokémon Lâmpada,False,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
609,Chandelure,5,fantasma,fogo,60,55,90,80,145,90,520,86.66666666666667,1.0,34.3,50.0,1059860,45.0,Pokémon Atrativo,False,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
610,Axew,5,dragão,,46,87,60,57,30,40,320,53.333333333333336,0.6,18.0,50.0,1250000,75.0,Pokémon Presa,False,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
611,Fraxure,5,dragão,,66,117,70,67,40,50,410,68.33333333333333,1.0,36.0,50.0,1250000,60.0,Pokémon Mandíbula de Machado,False,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
612,Haxorus,5,dragão,,76,147,90,97,60,70,540,90.0,1.8,105.5,50.0,1250000,45.0,Pokémon Mandíbula de Machado,False,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
613,Cubchoo,5,gelo,,55,70,40,40,60,40,305,50.833333333333336,0.5,8.5,50.0,1000000,120.0,Pokémon Gelo,False,"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
614,Beartic,5,gelo,,95,130,80,50,70,80,505,84.16666666666667,2.6,260.0,50.0,1000000,60.0,Pokémon Congelante,False,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
615,Cryogonal,5,gelo,,80,50,50,105,95,135,515,85.83333333333333,1.1,148.0,,1000000,25.0,Pokémon Cristalizador,False,['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
616,Shelmet,5,inseto,,50,40,85,25,40,65,305,50.833333333333336,0.4,7.7,50.0,1000000,200.0,Pokémon Caracol,False,"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
617,Accelgor,5,inseto,,80,70,40,145,100,60,495,82.5,0.8,25.3,50.0,1000000,75.0,Pokémon Fora da Concha,False,"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
618,Stunfisk,5,terra,elétrico,109,66,84,32,81,99,471,78.5,0.7,11.0,50.0,1000000,75.0,Pokémon Armadilha,False,"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
619,Mienfoo,5,lutador,,45,85,50,65,55,50,350,58.333333333333336,0.9,20.0,50.0,1059860,180.0,Pokémon de Artes Marciais,False,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
620,Mienshao,5,lutador,,65,125,60,105,95,60,510,85.0,1.4,35.5,50.0,1059860,45.0,Pokémon de Artes Marciais,False,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
621,Druddigon,5,dragão,,77,120,90,48,60,90,485,80.83333333333333,1.6,139.0,50.0,1000000,45.0,Pokémon Caverna,False,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
622,Golett,5,terra,fantasma,59,74,50,35,35,50,303,50.5,1.0,92.0,,1000000,190.0,Pokémon Autômato,False,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
623,Golurk,5,terra,fantasma,89,124,80,55,55,80,483,80.5,2.8,330.0,,1000000,90.0,Pokémon Autômato,False,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
624,Pawniard,5,escuridão,aço,45,85,70,60,40,40,340,56.666666666666664,0.5,10.2,50.0,1000000,120.0,Pokémon Lâmina Afiada,False,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
625,Bisharp,5,escuridão,aço,65,125,100,70,60,70,490,81.66666666666667,1.6,70.0,50.0,1000000,45.0,Pokémon Lâmina de Espada,False,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
626,Bouffalant,5,normal,,95,110,95,55,40,95,490,81.66666666666667,1.6,94.6,50.0,1000000,45.0,Pokémon Búfalo de Investida,False,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
627,Rufflet,5,normal,voador,70,83,50,60,37,50,350,58.333333333333336,0.5,10.5,100.0,1250000,190.0,Pokémon Filhote de Águia,False,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
628,Braviary,5,normal,voador,100,123,75,80,57,75,510,85.0,1.5,41.0,100.0,1250000,60.0,Pokémon Valente,False,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
629,Vullaby,5,escuridão,voador,70,55,75,60,45,65,370,61.666666666666664,0.5,9.0,0.0,1250000,190.0,Pokémon de Fraldas,False,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
630,Mandibuzz,5,escuridão,voador,110,65,105,80,55,95,510,85.0,1.2,39.5,0.0,1250000,60.0,Pokémon Abutre de Ossos,False,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
631,Heatmor,5,fogo,,85,97,66,65,105,66,484,80.66666666666667,1.4,58.0,50.0,1000000,90.0,Pokémon Tamanduá,False,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
632,Durant,5,inseto,aço,58,109,112,109,48,48,484,80.66666666666667,0.3,33.0,50.0,1000000,90.0,Pokémon Formiga de Ferro,False,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
633,Deino,5,escuridão,dragão,52,65,50,38,45,50,300,50.0,0.8,17.3,50.0,1250000,45.0,Pokémon Irado,False,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
634,Zweilous,5,escuridão,dragão,72,85,70,58,65,70,420,70.0,1.4,50.0,50.0,1250000,45.0,Pokémon Hostil,False,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
635,Hydreigon,5,escuridão,dragão,92,105,90,98,125,90,600,100.0,1.8,160.0,50.0,1250000,45.0,Pokémon Brutal,False,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
636,Larvesta,5,inseto,fogo,55,85,55,60,50,55,360,60.0,1.1,28.8,50.0,1250000,45.0,Pokémon Tocha,False,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
637,Volcarona,5,inseto,fogo,85,60,65,100,135,105,550,91.66666666666667,1.6,46.0,50.0,1250000,15.0,Pokémon Sol,False,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
638,Cobalion,5,aço,lutador,91,90,129,108,90,72,580,96.66666666666667,2.1,250.0,,1250000,3.0,Pokémon de Vontade de Ferro,True,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
639,Terrakion,5,pedra,lutador,91,129,90,108,72,90,580,96.66666666666667,1.9,260.0,,1250000,3.0,Pokémon Caverna,True,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0
640,Virizion,5,planta,lutador,91,90,72,108,90,129,580,96.66666666666667,2.0,200.0,,1250000,3.0,Pokémon Campo Gramado,True,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
641,Tornadus,5,voador,,79,100,80,121,110,90,580,96.66666666666667,1.5,63.0,100.0,1250000,3.0,Pokémon Ciclone,True,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
642,Thundurus,5,elétrico,voador,79,105,70,101,145,80,580,96.66666666666667,1.5,61.0,100.0,1250000,3.0,Pokémon Raio de Impacto,True,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
643,Reshiram,5,dragão,fogo,100,120,100,90,150,120,680,113.33333333333333,3.2,330.0,,1250000,3.0,Pokémon Branco Vasto,True,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
644,Zekrom,5,dragão,elétrico,100,150,120,90,120,100,680,113.33333333333333,2.9,345.0,,1250000,3.0,Pokémon Preto Profundo,True,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5
645,Landorus,5,terra,voador,89,145,90,91,105,80,600,100.0,1.5,68.0,100.0,1250000,3.0,Pokémon da Abundância,True,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
646,Kyurem,5,dragão,gelo,125,120,90,95,170,100,700,116.66666666666667,3.0,325.0,,1250000,3.0,Pokémon Limite,True,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5
647,Keldeo,5,água,lutador,91,72,90,108,129,90,580,96.66666666666667,1.4,48.5,,1250000,3.0,Pokémon Potro,True,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5
648,Meloetta,5,normal,psíquico,100,128,90,128,77,77,600,100.0,0.6,6.5,,1250000,3.0,Pokémon Melodia,True,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
649,Genesect,5,inseto,aço,71,120,95,99,120,95,600,100.0,1.5,82.5,,1250000,3.0,Pokémon Paleozoico,True,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
650,Chespin,6,planta,,56,61,65,38,48,45,313,52.166666666666664,0.4,9.0,88.1,1059860,45.0,Pokémon Noz Espinhosa,False,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
651,Quilladin,6,planta,,61,78,95,57,56,58,405,67.5,0.7,29.0,88.1,1059860,45.0,Pokémon Armadura Espinhosa,False,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
652,Chesnaught,6,planta,lutador,88,107,122,64,74,75,530,88.33333333333333,1.6,90.0,88.1,1059860,45.0,Pokémon Armadura Espinhosa,False,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
653,Fennekin,6,fogo,,40,45,40,60,62,60,307,51.166666666666664,0.4,9.4,88.1,1059860,45.0,Pokémon Raposa,False,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
654,Braixen,6,fogo,,59,59,58,73,90,70,409,68.16666666666667,1.0,14.5,88.1,1059860,45.0,Pokémon Raposa,False,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
655,Delphox,6,fogo,psíquico,75,69,72,104,114,100,534,89.0,1.5,39.0,88.1,1059860,45.0,Pokémon Raposa,False,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
656,Froakie,6,água,,41,56,40,71,62,44,314,52.333333333333336,0.3,7.0,88.1,1059860,45.0,Pokémon Sapo de Bolha,False,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
657,Frogadier,6,água,,54,63,52,97,83,56,405,67.5,0.6,10.9,88.1,1059860,45.0,Pokémon Sapo de Bolha,False,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
658,Greninja,6,água,escuridão,72,145,67,132,153,71,640,106.66666666666667,1.5,40.0,88.1,1059860,45.0,Pokémon Ninja,False,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
659,Bunnelby,6,normal,,38,36,38,57,32,36,237,39.5,0.4,5.0,50.0,1000000,255.0,Pokémon Escavador,False,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
660,Diggersby,6,normal,terra,85,56,77,78,50,77,423,70.5,1.0,42.4,50.0,1000000,127.0,Pokémon Escavador,False,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
661,Fletchling,6,normal,voador,45,50,43,62,40,38,278,46.333333333333336,0.3,1.7,50.0,1059860,255.0,Pokémon Pardal Pequeno,False,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
662,Fletchinder,6,fogo,voador,62,73,55,84,56,52,382,63.666666666666664,0.7,16.0,50.0,1059860,120.0,Pokémon de Brasa,False,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
663,Talonflame,6,fogo,voador,78,81,71,126,74,69,499,83.16666666666667,1.2,24.5,50.0,1059860,45.0,Pokémon Abrasador,False,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
664,Scatterbug,6,inseto,,38,35,40,35,27,25,200,33.333333333333336,0.3,2.5,50.0,1000000,255.0,Pokémon Poeira Espalhada,False,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
665,Spewpa,6,inseto,,45,22,60,29,27,30,213,35.5,0.3,8.4,50.0,1000000,120.0,Pokémon Poeira Espalhada,False,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
666,Vivillon,6,inseto,voador,80,52,50,89,90,50,411,68.5,1.2,17.0,50.0,1000000,45.0,Pokémon Escama,False,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
667,Litleo,6,fogo,normal,62,50,58,72,73,54,369,61.5,0.6,13.5,11.2,1059860,220.0,Pokémon Filhote de Leão,False,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
668,Pyroar,6,fogo,normal,86,68,72,106,109,66,507,84.5,1.5,81.5,11.2,1059860,65.0,Pokémon Real,False,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
669,Flabébé,6,fada,,44,38,39,42,61,79,303,50.5,0.1,0.1,0.0,1000000,225.0,Pokémon Flor Única,False,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
670,Floette,6,fada,,74,65,67,92,125,128,551,91.83333333333333,0.2,0.9,0.0,1000000,120.0,Pokémon Fada,False,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
671,Florges,6,fada,,78,65,68,75,112,154,552,92.0,1.1,10.0,0.0,1000000,45.0,Pokémon Jardim,False,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
672,Skiddo,6,planta,,66,65,48,52,62,57,350,58.333333333333336,0.9,31.0,50.0,1000000,200.0,Pokémon Montanha,False,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
673,Gogoat,6,planta,,123,100,62,68,97,81,531,88.5,1.7,91.0,50.0,1000000,45.0,Pokémon Montanha,False,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
674,Pancham,6,lutador,,67,82,62,43,46,48,348,58.0,0.6,8.0,50.0,1000000,220.0,Pokémon Brincalhão,False,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
